cluster_id,n_children,stunting_rate,severe_rate,mean_haz,region,urban_rural,mean_wealth_q,mean_maternal_edu
71,8.0,12.5,12.5,-1.43875,2.0,2.0,2.125,5.0
72,9.0,44.44444444444444,11.11111111111111,-1.8933333333333333,2.0,2.0,1.6666666666666667,1.222222222222222
73,11.0,63.63636363636365,45.45454545454547,-2.542727272727274,3.0,2.0,2.1818181818181817,2.363636363636364
74,10.0,70.0,0.0,-1.779,2.0,2.0,2.3000000000000003,4.1000000000000005
75,2.0,0.0,0.0,-0.22,4.0,1.0,5.0,12.0
76,5.0,0.0,0.0,-0.5780000000000001,5.0,2.0,2.4000000000000004,3.6
77,8.0,25.0,12.5,-1.4825000000000002,3.0,2.0,3.125,6.0
78,9.0,22.22222222222222,0.0,-0.7277777777777776,2.0,2.0,3.0,6.5555555555555545
79,8.0,37.5,12.5,-1.7175,5.0,2.0,1.375,2.2499999999999996
80,8.0,50.0,25.0,-2.2275,4.0,1.0,3.0,5.375
81,4.0,25.0,0.0,-1.3025,2.0,1.0,5.0,11.749999999999998
82,10.0,20.0,10.0,-1.454,4.0,1.0,2.6,4.1000000000000005
83,4.0,25.0,25.0,-1.595,2.0,2.0,2.0,4.75
84,4.0,25.0,0.0,-1.8250000000000002,3.0,2.0,2.75,5.250000000000001
85,8.0,37.5,0.0,-1.3887500000000002,3.0,2.0,1.625,4.375
86,10.0,30.0,10.0,-1.7039999999999997,5.0,2.0,2.5,4.000000000000001
87,8.0,25.0,0.0,-1.17375,5.0,2.0,2.875,3.875
88,8.0,0.0,0.0,-1.0824999999999998,4.0,1.0,5.0,12.5
89,6.0,33.33333333333333,0.0,-1.623333333333333,5.0,2.0,2.6666666666666665,4.499999999999999
90,7.0,14.285714285714288,0.0,-1.5100000000000002,3.0,2.0,2.428571428571429,6.2857142857142865
91,6.0,16.666666666666668,0.0,-0.8899999999999999,2.0,2.0,3.1666666666666665,4.666666666666667
92,6.0,16.666666666666668,16.666666666666668,-1.3083333333333333,2.0,2.0,1.8333333333333335,3.0
93,16.0,50.0,12.5,-1.98125,3.0,2.0,3.3749999999999996,6.499999999999999
94,7.0,42.85714285714285,0.0,-1.957142857142857,2.0,2.0,2.142857142857143,4.571428571428571
95,5.0,0.0,0.0,-0.564,2.0,2.0,2.5999999999999996,5.599999999999999
96,3.0,33.33333333333333,0.0,-1.7666666666666666,5.0,2.0,1.6666666666666665,4.333333333333333
97,9.0,66.66666666666666,22.22222222222222,-2.525555555555555,2.0,2.0,1.333333333333333,3.777777777777777
98,9.0,44.44444444444444,11.11111111111111,-1.5811111111111111,2.0,2.0,1.777777777777778,4.777777777777779
99,5.0,20.0,0.0,-1.3379999999999999,4.0,2.0,2.6,3.6
100,6.0,33.33333333333333,0.0,-1.3749999999999998,2.0,2.0,2.8333333333333335,8.166666666666666
101,5.0,20.0,0.0,-1.514,2.0,2.0,3.1999999999999997,4.2
102,6.0,33.33333333333333,0.0,-1.4266666666666667,5.0,2.0,2.0,5.833333333333334
103,8.0,37.50000000000001,0.0,-1.385,5.0,2.0,3.125,6.375000000000001
104,8.0,0.0,0.0,-0.32749999999999996,4.0,2.0,5.0,12.0
105,7.0,57.14285714285714,14.285714285714285,-1.9514285714285715,5.0,2.0,1.5714285714285712,2.857142857142857
106,5.0,40.0,0.0,-1.5459999999999998,2.0,2.0,3.0,4.4
107,7.0,71.42857142857143,14.285714285714285,-2.3642857142857148,3.0,2.0,2.142857142857143,3.4285714285714293
108,11.0,0.0,0.0,-1.0063636363636363,3.0,1.0,4.727272727272728,6.909090909090909
109,13.0,30.769230769230777,7.692307692307694,-1.392307692307693,5.0,2.0,2.615384615384616,3.230769230769231
110,5.0,60.0,0.0,-1.968,5.0,2.0,1.5999999999999999,3.1999999999999997
111,9.0,33.33333333333333,22.22222222222222,-1.1833333333333333,3.0,2.0,2.7777777777777777,6.0
112,3.0,66.66666666666667,0.0,-2.1766666666666667,1.0,1.0,4.0,4.666666666666666
113,8.0,50.0,25.0,-1.97625,3.0,2.0,1.375,4.375
114,7.0,42.85714285714285,14.285714285714283,-1.1257142857142854,5.0,2.0,4.0,6.714285714285713
115,15.0,26.66666666666667,0.0,-1.486666666666667,5.0,2.0,2.266666666666667,4.333333333333334
116,3.0,33.33333333333333,0.0,-1.8299999999999998,2.0,2.0,3.0,4.666666666666666
117,13.0,46.15384615384615,7.692307692307692,-1.7115384615384612,5.0,2.0,1.846153846153846,3.0
118,8.0,37.5,0.0,-1.47625,2.0,1.0,1.625,3.625
119,5.0,20.0,20.0,-1.524,2.0,2.0,3.8000000000000003,5.4
120,10.0,40.0,20.0,-1.7180000000000006,1.0,1.0,3.5000000000000004,7.800000000000002
121,12.0,25.000000000000007,16.66666666666667,-1.3025000000000004,4.0,2.0,3.0000000000000004,7.666666666666668
122,7.0,14.285714285714285,0.0,-1.302857142857143,5.0,2.0,3.714285714285714,10.0
123,4.0,75.0,25.0,-2.215,4.0,2.0,1.75,4.0
124,6.0,16.666666666666664,16.666666666666664,-1.3849999999999998,3.0,2.0,2.8333333333333335,5.333333333333333
125,8.0,25.0,0.0,-1.4462500000000003,5.0,2.0,2.6249999999999996,3.25
126,4.0,75.00000000000001,0.0,-2.2824999999999998,5.0,2.0,3.5,1.5000000000000002
127,6.0,33.33333333333333,16.666666666666664,-1.39,4.0,1.0,4.833333333333333,11.0
128,2.0,0.0,0.0,-0.38000000000000017,1.0,1.0,4.5,11.5
